Dt1,Machine,7 Hour Count,Actual Tonnes1,Nominal Capacity1,Rolling Average,Rolling Average %
2015-09-06 12:00,RL2,3350,3283,7,3239.857143,0.032878465
2015-09-06 13:00,RL2,3350,3350,1,3264.285714,0.025586354
2015-09-06 14:00,RL2,3350,3217,2,3248.714286,0.030234542
2015-09-06 15:00,RL2,3350,3350,3,3248.714286,0.030234542
2015-09-06 16:00,RL2,3350,3051,4,3253.428571,0.028827292
2015-09-06 17:00,RL2,3350,2724,5,3164,0.055522388
2015-09-06 18:00,RL2,3350,2520,6,3070.714286,0.08336887
2015-09-06 19:00,RL2,3350,3331,7,3077.571429,0.081321962
2015-09-06 20:00,RL2,3350,3350,1,3077.571429,0.081321962
2015-09-06 21:00,RL2,3350,3350,2,3096.571429,0.07565032
2015-09-06 22:00,RL2,3350,3350,3,3096.571429,0.07565032
2015-09-06 23:00,RL2,3350,3350,4,3139.285714,0.062899787
2015-09-07 0:00,RL2,3350,3332,5,3226.142857,0.036972281
2015-09-07 1:00,RL2,3350,3350,6,3344.714286,0.001577825
2015-09-07 2:00,RL2,3350,3350,7,3347.428571,0.000767591
2015-09-07 3:00,RL2,3350,3174,1,3322.285714,0.008272921
2015-09-07 4:00,RL2,3350,3146,2,3293.142857,0.016972281
2015-09-07 5:00,RL2,3350,3267,3,3281.285714,0.020511727
2015-09-07 6:00,RL2,3350,3350,4,3281.285714,0.020511727
2015-09-07 7:00,RL2,3350,3350,5,3283.857143,0.019744136
2015-09-07 8:00,RL2,3350,3075,6,3244.571429,0.031471215
2015-09-07 9:00,RL2,3350,3350,7,3244.571429,0.031471215
2015-09-07 10:00,RL2,3350,3273,1,3258.714286,0.027249467
2015-09-07 11:00,RL2,3350,3350,2,3287.857143,0.018550107
2015-09-07 12:00,RL2,3350,3350,3,3299.714286,0.015010661
2015-09-07 13:00,RL2,3350,2939,4,3241,0.032537313
2015-09-07 14:00,RL2,3350,3350,5,3241,0.032537313
2015-09-07 15:00,RL2,3350,3350,6,3280.285714,0.020810235
2015-09-07 16:00,RL2,3350,3350,7,3280.285714,0.020810235
2015-09-07 17:00,RL2,3350,3350,1,3291.285714,0.017526652
2015-09-07 18:00,RL2,3350,3350,2,3291.285714,0.017526652
2015-09-07 19:00,RL2,3350,3350,3,3291.285714,0.017526652
2015-09-07 20:00,RL2,3350,3350,4,3350,0
2015-09-07 21:00,RL2,3350,2909,5,3287,0.01880597
2015-09-07 22:00,RL2,3350,3348,6,3286.714286,0.018891258
2015-09-07 23:00,RL2,3350,3163,7,3260,0.026865672
2015-09-08 0:00,RL2,3350,3350,1,3260,0.026865672
2015-09-08 1:00,RL2,3350,3069,2,3219.857143,0.038848614
2015-09-08 2:00,RL2,3350,3259,3,3206.857143,0.042729211
2015-09-08 3:00,RL2,3350,3350,4,3206.857143,0.042729211
2015-09-08 4:00,RL2,3350,3292,5,3261.571429,0.026396588
2015-09-08 5:00,RL2,3350,3350,6,3261.857143,0.026311301
2015-09-08 6:00,RL2,3350,3350,7,3288.571429,0.018336887
2015-09-08 7:00,RL2,3350,3159,1,3261.285714,0.026481876
2015-09-08 8:00,RL2,3350,3307,2,3295.285714,0.016332623
2015-09-08 9:00,RL2,3350,2898,3,3243.714286,0.031727079
2015-09-08 10:00,RL2,3350,3239,4,3227.857143,0.036460554
2015-09-08 11:00,RL2,3350,3028,5,3190.142857,0.04771855
2015-09-08 12:00,RL2,3350,2969,6,3135.714286,0.063965885
2015-09-08 13:00,RL2,3350,3022,7,3088.857143,0.077953092
2015-09-08 14:00,RL2,3350,3350,1,3116.142857,0.069808102
2015-09-08 15:00,RL2,3350,3044,2,3078.571429,0.081023454
2015-09-08 16:00,RL2,3350,2915,3,3081,0.080298507
2015-09-08 17:00,RL2,3350,3350,4,3096.857143,0.075565032
2015-09-08 18:00,RL2,3350,3350,5,3142.857143,0.061833689
2015-09-08 19:00,RL2,3350,3350,6,3197.285714,0.045586354
2015-09-08 20:00,RL2,3350,2905,7,3180.571429,0.050575693
2015-09-08 21:00,RL2,3350,3350,1,3180.571429,0.050575693
2015-09-08 22:00,RL2,3350,3150,2,3195.714286,0.046055437
2015-09-08 23:00,RL2,3350,2979,3,3204.857143,0.043326226
2015-09-09 0:00,RL2,3350,3350,4,3204.857143,0.043326226
2015-09-09 1:00,RL2,3350,3116,5,3171.428571,0.053304904
2015-09-09 2:00,RL2,3350,2997,6,3121,0.068358209
2015-09-09 3:00,RL2,3350,2968,7,3130,0.065671642
2015-09-09 4:00,RL2,3350,3350,1,3130,0.065671642
2015-09-09 5:00,RL2,3350,3350,2,3158.571429,0.057142857
2015-09-09 6:00,RL2,3350,3350,3,3211.571429,0.041321962
2015-09-09 7:00,RL2,3350,3197,4,3189.714286,0.047846482
2015-09-09 8:00,RL2,3350,3350,5,3223.142857,0.037867804
2015-09-09 9:00,RL2,3350,3350,6,3273.571429,0.022814499
2015-09-09 10:00,RL2,3350,2669,7,3230.857143,0.035565032
2015-09-09 11:00,RL2,3350,3180,1,3206.571429,0.042814499
2015-09-09 12:00,RL2,3350,3007,2,3157.571429,0.057441365
2015-09-09 13:00,RL2,3350,3180,3,3133.285714,0.064690832
2015-09-09 14:00,RL2,3350,2990,4,3103.714286,0.073518124
2015-09-09 15:00,RL2,3350,3100,5,3068,0.084179104
2015-09-09 16:00,RL2,3350,3100,6,3032.285714,0.094840085
2015-09-09 17:00,RL2,3350,3200,7,3108.142857,0.072196162
2015-09-09 18:00,RL2,3350,3200,1,3111,0.071343284
2015-09-09 19:00,RL2,3350,3350,2,3160,0.056716418
2015-09-09 20:00,RL2,3350,3350,3,3184.285714,0.049466951
2015-09-09 21:00,RL2,3350,3350,4,3235.714286,0.034115139
2015-09-09 22:00,RL2,3350,3350,5,3271.428571,0.023454158
2015-09-09 23:00,RL2,3350,3350,6,3307.142857,0.012793177
2015-09-10 0:00,RL2,3350,3350,7,3328.571429,0.006396588
2015-09-10 1:00,RL2,3350,3350,1,3350,0
2015-09-10 2:00,RL2,3350,3350,2,3350,0
2015-09-10 3:00,RL2,3350,3350,3,3350,0
2015-09-10 4:00,RL2,3350,3350,4,3350,0
2015-09-10 5:00,RL2,3350,3350,5,3350,0
2015-09-10 6:00,RL2,3350,3350,6,3350,0
2015-09-10 7:00,RL2,3350,3350,7,3350,0
2015-09-10 8:00,RL2,3350,3350,1,3350,0
2015-09-10 9:00,RL2,3350,3350,2,3350,0
2015-09-10 10:00,RL2,3350,3350,3,3350,0
2015-09-10 11:00,RL2,3350,3350,4,3350,0
2015-09-10 12:00,RL2,3350,3350,5,3350,0
2015-09-10 13:00,RL2,3350,3350,6,3350,0
2015-09-10 14:00,RL2,3350,3350,7,3350,0
2015-09-10 15:00,RL2,3350,3350,1,3350,0
2015-09-10 16:00,RL2,3350,3350,2,3350,0
2015-09-10 17:00,RL2,3350,3350,3,3350,0
2015-09-10 18:00,RL2,3350,3350,4,3350,0
2015-09-10 19:00,RL2,3350,3350,5,3350,0
2015-09-10 20:00,RL2,3350,3200,6,3328.571429,0.006396588
2015-09-10 21:00,RL2,3350,3147,7,3299.571429,0.015053305
2015-09-10 22:00,RL2,3350,3073,1,3260,0.026865672
2015-09-10 23:00,RL2,3350,2986,2,3208,0.04238806
2015-09-11 0:00,RL2,3350,3105,3,3173,0.052835821
2015-09-11 1:00,RL2,3350,3106,4,3138.142857,0.063240938
2015-09-11 2:00,RL2,3350,2991,5,3086.857143,0.078550107
2015-09-11 3:00,RL2,3350,3147,6,3079.285714,0.080810235
2015-09-11 4:00,RL2,3350,3073,7,3068.714286,0.083965885
2015-09-11 5:00,RL2,3350,2986,1,3056.285714,0.087675906
2015-09-11 6:00,RL2,3350,3105,2,3073.285714,0.082601279
2015-09-11 7:00,RL2,3350,3106,3,3073.428571,0.082558635
2015-09-11 8:00,RL2,3350,2991,4,3057,0.087462687
2015-09-11 9:00,RL2,3350,3000,5,3058.285714,0.087078891
2015-09-11 10:00,RL2,3350,3218,6,3068.428571,0.084051173
2015-09-11 11:00,RL2,3350,2825,7,3033,0.094626866
2015-09-11 12:00,RL2,3350,3350,1,3085,0.079104478
2015-09-11 13:00,RL2,3350,3084,2,3082,0.08
2015-09-11 14:00,RL2,3350,3350,3,3116.857143,0.069594883
2015-09-11 15:00,RL2,3350,2930,4,3108.142857,0.072196162
2015-09-11 16:00,RL2,3350,2808,5,3080.714286,0.080383795
2015-09-11 17:00,RL2,3350,3199,6,3078,0.08119403
2015-09-11 18:00,RL2,3350,3350,7,3153,0.05880597
2015-09-11 19:00,RL2,3350,3350,1,3153,0.05880597
2015-09-11 20:00,RL2,3350,3350,2,3191,0.047462687
2015-09-11 21:00,RL2,3350,3120,3,3158.142857,0.057270789
2015-09-11 22:00,RL2,3350,3233,4,3201.428571,0.04434968
2015-09-11 23:00,RL2,3350,3350,5,3278.857143,0.021236674
2015-09-12 0:00,RL2,3350,3350,6,3300.428571,0.014797441
2015-09-12 1:00,RL2,3350,2981,7,3247.714286,0.030533049
2015-09-12 2:00,RL2,3350,3314,1,3242.571429,0.03206823
2015-09-12 3:00,RL2,3350,2570,2,3131.142857,0.06533049
2015-09-12 4:00,RL2,3350,2897,3,3099.285714,0.074840085
2015-09-12 5:00,RL2,3350,3002,4,3066.285714,0.084690832
2015-09-12 6:00,RL2,3350,3350,5,3066.285714,0.084690832
2015-09-12 7:00,RL2,3350,3350,6,3066.285714,0.084690832
2015-09-12 8:00,RL2,3350,2782,7,3037.857143,0.093176972
2015-09-12 9:00,RL2,3350,3239,1,3027.142857,0.096375267
2015-09-12 10:00,RL2,3350,3350,2,3138.571429,0.063113006
2015-09-12 11:00,RL2,3350,3350,3,3203.285714,0.043795309
2015-09-12 12:00,RL2,3350,2867,4,3184,0.049552239
2015-09-12 13:00,RL2,3350,3350,5,3184,0.049552239
2015-09-12 14:00,RL2,3350,3018,6,3136.571429,0.063710021
2015-09-12 15:00,RL2,3350,3086,7,3180,0.050746269
2015-09-12 16:00,RL2,3350,3350,1,3195.857143,0.046012793
2015-09-12 17:00,RL2,3350,3350,2,3195.857143,0.046012793
2015-09-12 18:00,RL2,3350,3188,3,3172.714286,0.052921109
2015-09-12 19:00,RL2,3350,3350,4,3241.714286,0.032324094
2015-09-12 20:00,RL2,3350,2857,5,3171.285714,0.053347548
2015-09-12 21:00,RL2,3350,2908,6,3155.571429,0.05803838
2015-09-12 22:00,RL2,3350,3290,7,3184.714286,0.049339019
2015-09-12 23:00,RL2,3350,3350,1,3184.714286,0.049339019
2015-09-13 0:00,RL2,3350,3350,2,3184.714286,0.049339019
2015-09-13 1:00,RL2,3350,3322,3,3203.857143,0.043624733
2015-09-13 2:00,RL2,3350,3175,4,3178.857143,0.05108742
2015-09-13 3:00,RL2,3350,3268,5,3237.571429,0.033560768
2015-09-13 4:00,RL2,3350,3350,6,3300.714286,0.014712154
2015-09-13 5:00,RL2,3350,3350,7,3309.285714,0.012153518
2015-09-13 6:00,RL2,3350,3350,1,3309.285714,0.012153518
2015-09-13 7:00,RL2,3350,3350,2,3309.285714,0.012153518
2015-09-13 8:00,RL2,3350,3057,3,3271.428571,0.023454158
2015-09-13 9:00,RL2,3350,3350,4,3296.428571,0.015991471
2015-09-13 10:00,RL2,3350,3238,5,3292.142857,0.017270789
2015-09-13 11:00,RL2,3350,3350,6,3292.142857,0.017270789
2015-09-13 12:00,RL2,3350,3350,7,3292.142857,0.017270789
2015-09-13 13:00,RL2,3350,3350,1,3292.142857,0.017270789
2015-09-13 14:00,RL2,3350,3350,2,3292.142857,0.017270789
2015-09-13 15:00,RL2,3350,3350,3,3334,0.004776119
2015-09-13 16:00,RL2,3350,3148,4,3305.142857,0.013390192
2015-09-13 17:00,RL2,3350,3314,5,3316,0.010149254
2015-09-13 18:00,RL2,3350,2898,6,3251.428571,0.029424307
2015-09-13 19:00,RL2,3350,3350,7,3251.428571,0.029424307
2015-09-13 20:00,RL2,3350,3249,1,3237,0.033731343
2015-09-13 21:00,RL2,3350,2787,2,3156.571429,0.057739872
2015-09-13 22:00,RL2,3350,3080,3,3118,0.069253731
2015-09-13 23:00,RL2,3350,3278,4,3136.571429,0.063710021
2015-09-14 0:00,RL2,3350,2932,5,3082,0.08
2015-09-14 1:00,RL2,3350,3350,6,3146.571429,0.060724947
2015-09-14 2:00,RL2,3350,3350,7,3146.571429,0.060724947
2015-09-14 3:00,RL2,3350,3350,1,3161,0.05641791
2015-09-14 4:00,RL2,3350,3350,2,3241.428571,0.032409382
2015-09-14 5:00,RL2,3350,3112,3,3246,0.031044776
2015-09-14 6:00,RL2,3350,3350,4,3256.285714,0.027974414
2015-09-14 7:00,RL2,3350,3350,5,3316,0.010149254
2015-09-14 8:00,RL2,3350,3336,6,3314,0.010746269
2015-09-14 9:00,RL2,3350,3350,7,3314,0.010746269
2015-09-14 10:00,RL2,3350,3350,1,3314,0.010746269
2015-09-14 11:00,RL2,3350,2799,2,3235.285714,0.03424307
2015-09-14 12:00,RL2,3350,3350,3,3269.285714,0.024093817
2015-09-14 13:00,RL2,3350,3350,4,3269.285714,0.024093817
2015-09-14 14:00,RL2,3350,3110,5,3235,0.034328358
2015-09-14 15:00,RL2,3350,3228,6,3219.571429,0.038933902
2015-09-14 16:00,RL2,3350,3350,7,3219.571429,0.038933902
2015-09-14 17:00,RL2,3350,3056,1,3177.571429,0.051471215
2015-09-14 18:00,RL2,3350,3044,2,3212.571429,0.041023454
2015-09-14 19:00,RL2,3350,3079,3,3173.857143,0.052579957
2015-09-14 20:00,RL2,3350,3350,4,3173.857143,0.052579957
2015-09-14 21:00,RL2,3350,2957,5,3152,0.059104478
2015-09-14 22:00,RL2,3350,3350,6,3169.428571,0.053901919
2015-09-14 23:00,RL2,3350,3350,7,3169.428571,0.053901919
2015-09-15 0:00,RL2,3350,3343,1,3210.428571,0.041663113
2015-09-15 1:00,RL2,3350,3177,2,3229.428571,0.035991471
2015-09-15 2:00,RL2,3350,3266,3,3256.142857,0.028017058
2015-09-15 3:00,RL2,3350,3350,4,3256.142857,0.028017058
2015-09-15 4:00,RL2,3350,2789,5,3232.142857,0.035181237
2015-09-15 5:00,RL2,3350,3350,6,3232.142857,0.035181237
2015-09-15 6:00,RL2,3350,3350,7,3232.142857,0.035181237
2015-09-15 7:00,RL2,3350,3350,1,3233.142857,0.034882729
2015-09-15 8:00,RL2,3350,3350,2,3257.857143,0.02750533
2015-09-15 9:00,RL2,3350,3350,3,3269.857143,0.023923241
2015-09-15 10:00,RL2,3350,3009,4,3221.142857,0.038464819
2015-09-15 11:00,RL2,3350,3308,5,3295.285714,0.016332623
2015-09-15 12:00,RL2,3350,3350,6,3295.285714,0.016332623
2015-09-15 13:00,RL2,3350,3317,7,3290.571429,0.017739872
2015-09-15 14:00,RL2,3350,2734,1,3202.571429,0.044008529
2015-09-15 15:00,RL2,3350,3350,2,3202.571429,0.044008529
2015-09-15 16:00,RL2,3350,3350,3,3202.571429,0.044008529
2015-09-15 17:00,RL2,3350,3350,4,3251.285714,0.029466951
2015-09-15 18:00,RL2,3350,3350,5,3257.285714,0.027675906
2015-09-15 19:00,RL2,3350,2850,6,3185.857143,0.048997868
2015-09-15 20:00,RL2,3350,3000,7,3140.571429,0.062515991
2015-09-15 21:00,RL2,3350,3350,1,3228.571429,0.036247335
2015-09-15 22:00,RL2,3350,2782,2,3147.428571,0.060469083
2015-09-15 23:00,RL2,3350,3251,3,3133.285714,0.064690832
2015-09-16 0:00,RL2,3350,3350,4,3133.285714,0.064690832
2015-09-16 1:00,RL2,3350,2870,5,3064.714286,0.085159915
2015-09-16 2:00,RL2,3350,3298,6,3128.714286,0.066055437
2015-09-16 3:00,RL2,3350,3350,7,3178.714286,0.051130064
2015-09-16 4:00,RL2,3350,3062,1,3137.571429,0.063411514
2015-09-16 5:00,RL2,3350,3055,2,3176.571429,0.051769723
2015-09-16 6:00,RL2,3350,3350,3,3190.714286,0.047547974
2015-09-16 7:00,RL2,3350,3350,4,3190.714286,0.047547974
2015-09-16 8:00,RL2,3350,3001,5,3209.428571,0.04196162
2015-09-16 9:00,RL2,3350,2454,6,3088.857143,0.077953092
2015-09-16 10:00,RL2,3350,3319,7,3084.428571,0.079275053
2015-09-16 11:00,RL2,3350,3350,1,3125.571429,0.066993603
2015-09-16 12:00,RL2,3350,3324,2,3164,0.055522388
2015-09-16 13:00,RL2,3350,3191,3,3141.285714,0.062302772
2015-09-16 14:00,RL2,3350,3350,4,3141.285714,0.062302772
2015-09-16 15:00,RL2,3350,3350,5,3191.142857,0.047420043
2015-09-16 16:00,RL2,3350,3251,6,3305,0.013432836
2015-09-16 17:00,RL2,3350,3053,7,3267,0.024776119
2015-09-16 18:00,RL2,3350,3163,1,3240.285714,0.032750533
2015-09-16 19:00,RL2,3350,3350,2,3244,0.031641791
2015-09-16 20:00,RL2,3350,3350,3,3266.714286,0.024861407
2015-09-16 21:00,RL2,3350,3259,4,3253.714286,0.028742004
2015-09-16 22:00,RL2,3350,3350,5,3253.714286,0.028742004
2015-09-16 23:00,RL2,3350,3350,6,3267.857143,0.024520256
2015-09-17 0:00,RL2,3350,3350,7,3310.285714,0.011855011
2015-09-17 1:00,RL2,3350,3350,1,3337,0.003880597
2015-09-17 2:00,RL2,3350,3046,2,3293.571429,0.01684435
2015-09-17 3:00,RL2,3350,3305,3,3287.142857,0.018763326
2015-09-17 4:00,RL2,3350,3300,4,3293,0.017014925
2015-09-17 5:00,RL2,3350,3350,5,3293,0.017014925
2015-09-17 6:00,RL2,3350,3350,6,3293,0.017014925
2015-09-17 7:00,RL2,3350,3350,7,3293,0.017014925
2015-09-17 8:00,RL2,3350,3350,1,3293,0.017014925
2015-09-17 9:00,RL2,3350,3233,2,3319.714286,0.009040512
2015-09-17 10:00,RL2,3350,3350,3,3326.142857,0.007121535
2015-09-17 11:00,RL2,3350,3350,4,3333.285714,0.004989339
2015-09-17 12:00,RL2,3350,3337,5,3331.428571,0.00554371
2015-09-17 13:00,RL2,3350,3350,6,3331.428571,0.00554371
2015-09-17 14:00,RL2,3350,2988,7,3279.714286,0.02098081
2015-09-17 15:00,RL2,3350,3350,1,3279.714286,0.02098081
2015-09-17 16:00,RL2,3350,2989,2,3244.857143,0.031385928
2015-09-17 17:00,RL2,3350,3350,3,3244.857143,0.031385928
2015-09-17 18:00,RL2,3350,2733,4,3156.714286,0.057697228
2015-09-17 19:00,RL2,3350,3220,5,3140,0.062686567
2015-09-17 20:00,RL2,3350,3285,6,3130.714286,0.065458422
2015-09-17 21:00,RL2,3350,3350,7,3182.428571,0.050021322
2015-09-17 22:00,RL2,3350,3350,1,3182.428571,0.050021322
2015-09-17 23:00,RL2,3350,2807,2,3156.428571,0.057782516
2015-09-18 0:00,RL2,3350,2689,3,3062,0.085970149
2015-09-18 1:00,RL2,3350,2935,4,3090.857143,0.077356077
2015-09-18 2:00,RL2,3350,2977,5,3056.142857,0.08771855
2015-09-18 3:00,RL2,3350,3350,6,3065.428571,0.084946695
2015-09-18 4:00,RL2,3350,3350,7,3065.428571,0.084946695
2015-09-18 5:00,RL2,3350,3152,1,3037.142857,0.093390192
2015-09-18 6:00,RL2,3350,2971,2,3060.571429,0.086396588
2015-09-18 7:00,RL2,3350,3037,3,3110.285714,0.071556503
2015-09-18 8:00,RL2,3350,3350,4,3169.571429,0.053859275
2015-09-18 9:00,RL2,3350,3218,5,3204,0.04358209
2015-09-18 10:00,RL2,3350,3344,6,3203.142857,0.043837953
2015-09-18 11:00,RL2,3350,2913,7,3140.714286,0.062473348
2015-09-18 12:00,RL2,3350,3240,1,3153.285714,0.058720682
2015-09-18 13:00,RL2,3350,3350,2,3207.428571,0.042558635
2015-09-18 14:00,RL2,3350,3009,3,3203.428571,0.043752665
2015-09-18 15:00,RL2,3350,3350,4,3203.428571,0.043752665
2015-09-18 16:00,RL2,3350,3164,5,3195.714286,0.046055437
2015-09-18 17:00,RL2,3350,3139,6,3166.428571,0.054797441
2015-09-18 18:00,RL2,3350,3350,7,3228.857143,0.036162047
2015-09-18 19:00,RL2,3350,3264,1,3232.285714,0.035138593
2015-09-18 20:00,RL2,3350,3350,2,3232.285714,0.035138593
2015-09-18 21:00,RL2,3350,3247,3,3266.285714,0.024989339
2015-09-18 22:00,RL2,3350,3350,4,3266.285714,0.024989339
2015-09-18 23:00,RL2,3350,3350,5,3292.857143,0.017057569
2015-09-19 0:00,RL2,3350,2999,6,3272.857143,0.023027719
2015-09-19 1:00,RL2,3350,3117,7,3239.571429,0.032963753
2015-09-19 2:00,RL2,3350,3170,1,3226.142857,0.036972281
2015-09-19 3:00,RL2,3350,3298,2,3218.714286,0.039189765
2015-09-19 4:00,RL2,3350,3281,3,3223.571429,0.037739872
2015-09-19 5:00,RL2,3350,3350,4,3223.571429,0.037739872
2015-09-19 6:00,RL2,3350,3350,5,3223.571429,0.037739872
2015-09-19 7:00,RL2,3350,3179,6,3249.285714,0.030063966
2015-09-19 8:00,RL2,3350,3302,7,3275.714286,0.02217484
2015-09-19 9:00,RL2,3350,3350,1,3301.428571,0.014498934
2015-09-19 10:00,RL2,3350,3350,2,3308.857143,0.01228145
2015-09-19 11:00,RL2,3350,3350,3,3318.714286,0.009339019
2015-09-19 12:00,RL2,3350,3350,4,3318.714286,0.009339019
2015-09-19 13:00,RL2,3350,3350,5,3318.714286,0.009339019
2015-09-19 14:00,RL2,3350,3350,6,3343.142857,0.002046908
2015-09-19 15:00,RL2,3350,3063,7,3309,0.012238806
2015-09-19 16:00,RL2,3350,3350,1,3309,0.012238806
2015-09-19 17:00,RL2,3350,3280,2,3299,0.015223881
2015-09-19 18:00,RL2,3350,3350,3,3299,0.015223881
2015-09-19 19:00,RL2,3350,3003,4,3249.428571,0.030021322
2015-09-19 20:00,RL2,3350,3350,5,3249.428571,0.030021322
2015-09-19 21:00,RL2,3350,3321,6,3245.285714,0.031257996
2015-09-19 22:00,RL2,3350,3227,7,3268.714286,0.024264392
2015-09-19 23:00,RL2,3350,3147,1,3239.714286,0.032921109
2015-09-20 0:00,RL2,3350,3350,2,3249.714286,0.029936034
2015-09-20 1:00,RL2,3350,3350,3,3249.714286,0.029936034
2015-09-20 2:00,RL2,3350,3350,4,3299.285714,0.015138593
2015-09-20 3:00,RL2,3350,3350,5,3299.285714,0.015138593
2015-09-20 4:00,RL2,3350,3350,6,3303.428571,0.013901919
2015-09-20 5:00,RL2,3350,3314,7,3315.857143,0.010191898
2015-09-20 6:00,RL2,3350,3350,1,3344.857143,0.001535181
2015-09-20 7:00,RL2,3350,2884,2,3278.285714,0.021407249
2015-09-20 8:00,RL2,3350,3177,3,3253.571429,0.028784648
2015-09-20 9:00,RL2,3350,3350,4,3253.571429,0.028784648
2015-09-20 10:00,RL2,3350,3350,5,3253.571429,0.028784648
2015-09-20 11:00,RL2,3350,2599,6,3146.285714,0.060810235
2015-09-20 12:00,RL2,3350,3350,7,3151.428571,0.059275053
2015-09-20 13:00,RL2,3350,2839,1,3078.428571,0.081066098
2015-09-20 14:00,RL2,3350,3146,2,3115.857143,0.06989339
2015-09-20 15:00,RL2,3350,3350,3,3140.571429,0.062515991
2015-09-20 16:00,RL2,3350,3350,4,3140.571429,0.062515991
2015-09-20 17:00,RL2,3350,3350,5,3140.571429,0.062515991
2015-09-20 18:00,RL2,3350,3350,6,3247.857143,0.030490405
2015-09-20 19:00,RL2,3350,3350,7,3247.857143,0.030490405
2015-09-20 20:00,RL2,3350,3350,1,3320.857143,0.00869936
2015-09-20 21:00,RL2,3350,3350,2,3350,0
2015-09-20 22:00,RL2,3350,2767,3,3266.714286,0.024861407
2015-09-20 23:00,RL2,3350,3350,4,3266.714286,0.024861407
2015-09-21 0:00,RL2,3350,3223,5,3248.571429,0.030277186
2015-09-21 1:00,RL2,3350,3350,6,3248.571429,0.030277186
2015-09-21 2:00,RL2,3350,3350,7,3248.571429,0.030277186
2015-09-21 3:00,RL2,3350,3319,1,3244.142857,0.031599147
2015-09-21 4:00,RL2,3350,3350,2,3244.142857,0.031599147
2015-09-21 5:00,RL2,3350,3276,3,3316.857143,0.00989339
2015-09-21 6:00,RL2,3350,3350,4,3316.857143,0.00989339
2015-09-21 7:00,RL2,3350,3350,5,3335,0.004477612
2015-09-21 8:00,RL2,3350,3350,6,3335,0.004477612
2015-09-21 9:00,RL2,3350,2788,7,3254.714286,0.028443497
2015-09-21 10:00,RL2,3350,3350,1,3259.142857,0.027121535
2015-09-21 11:00,RL2,3350,3350,2,3259.142857,0.027121535
2015-09-21 12:00,RL2,3350,3350,3,3269.714286,0.023965885
2015-09-21 13:00,RL2,3350,3297,4,3262.142857,0.026226013
2015-09-21 14:00,RL2,3350,3350,5,3262.142857,0.026226013
2015-09-21 15:00,RL2,3350,3350,6,3262.142857,0.026226013
2015-09-21 16:00,RL2,3350,3350,7,3342.428571,0.002260128
2015-09-21 17:00,RL2,3350,3305,1,3336,0.004179104
2015-09-21 18:00,RL2,3350,3350,2,3336,0.004179104
2015-09-21 19:00,RL2,3350,2815,3,3259.571429,0.026993603
2015-09-21 20:00,RL2,3350,3350,4,3267.142857,0.024733475
2015-09-21 21:00,RL2,3350,3051,5,3224.428571,0.037484009
2015-09-21 22:00,RL2,3350,3350,6,3224.428571,0.037484009
2015-09-21 23:00,RL2,3350,3305,7,3218,0.039402985
2015-09-22 0:00,RL2,3350,3350,1,3224.428571,0.037484009
2015-09-22 1:00,RL2,3350,3350,2,3224.428571,0.037484009
2015-09-22 2:00,RL2,3350,3350,3,3300.857143,0.01466951
2015-09-22 3:00,RL2,3350,3350,4,3300.857143,0.01466951
2015-09-22 4:00,RL2,3350,3068,5,3303.285714,0.013944563
2015-09-22 5:00,RL2,3350,3157,6,3275.714286,0.02217484
2015-09-22 6:00,RL2,3350,3350,7,3282.142857,0.020255864
2015-09-22 7:00,RL2,3350,3079,1,3243.428571,0.031812367
2015-09-22 8:00,RL2,3350,3205,2,3222.714286,0.037995736
2015-09-22 9:00,RL2,3350,3002,3,3173,0.052835821
2015-09-22 10:00,RL2,3350,3350,4,3173,0.052835821
2015-09-22 11:00,RL2,3350,3090,5,3176.142857,0.051897655
2015-09-22 12:00,RL2,3350,3350,6,3203.714286,0.043667377
2015-09-22 13:00,RL2,3350,3350,7,3203.714286,0.043667377
2015-09-22 14:00,RL2,3350,3350,1,3242.428571,0.032110874
2015-09-22 15:00,RL2,3350,2826,2,3188.285714,0.048272921
2015-09-22 16:00,RL2,3350,3011,3,3189.571429,0.047889126
2015-09-22 17:00,RL2,3350,2703,4,3097.142857,0.075479744
2015-09-22 18:00,RL2,3350,3350,5,3134.285714,0.064392324
2015-09-22 19:00,RL2,3350,2866,6,3065.142857,0.085031983
2015-09-22 20:00,RL2,3350,3169,7,3039.285714,0.092750533
2015-09-22 21:00,RL2,3350,3350,1,3039.285714,0.092750533
2015-09-22 22:00,RL2,3350,3350,2,3114.142857,0.070405117
2015-09-22 23:00,RL2,3350,3213,3,3143,0.061791045
2015-09-23 0:00,RL2,3350,3350,4,3235.428571,0.034200426
2015-09-23 1:00,RL2,3350,3035,5,3190.428571,0.047633262
2015-09-23 2:00,RL2,3350,3209,6,3239.428571,0.033006397
2015-09-23 3:00,RL2,3350,3350,7,3265.285714,0.025287846
2015-09-23 4:00,RL2,3350,3145,1,3236,0.034029851
2015-09-23 5:00,RL2,3350,3350,2,3236,0.034029851
2015-09-23 6:00,RL2,3350,3209,3,3235.428571,0.034200426
2015-09-23 7:00,RL2,3350,3350,4,3235.428571,0.034200426
2015-09-23 8:00,RL2,3350,3350,5,3280.428571,0.020767591
2015-09-23 9:00,RL2,3350,3018,6,3253.142857,0.02891258
2015-09-23 10:00,RL2,3350,3294,7,3245.142857,0.03130064
2015-09-23 11:00,RL2,3350,3350,1,3274.428571,0.022558635
